x,y
0,0
-0.0525877475739,0.446138352156
-0.020541228354,0.404953241348
-0.020541228354,0.195633530617
-0.0199526846409,0.274992465973
-0.020541228354,0.464713037014
-0.0207093842328,0.345462471247
-0.0539653263986,0.207419916987
0.032550573349,0.275768578053
0.163084357977,-0.393137663603
0.0597529262304,-0.393044531345
-0.0700564980507,-0.393034189939
-0.174002334476,-0.393137663603
-0.0559896565974,-0.417621076107
0.00755364121869,-0.545439779758
-0.0247774478048,-0.404417008162
-0.0301066786051,-0.321798443794
-0.0693450719118,-0.3932929039
0.10384195298,-0.509490787983
0.623713433743,-0.548906385899
1.51190328598,-0.355336368084
2.60187935829,-0.245016142726
4.10998678207,-0.171659037471
5.6374578476,-0.107252970338
7.60680818558,-0.0447716377676
9.20707130432,-0.0580067522824
10.5781316757,-0.0273352265358
11.4983167648,0.385291993618
12.5194263458,0.920688092709
13.1258525848,1.58551728725
13.3589162827,2.68422842026
13.46276474,3.98887562752
13.2609529495,5.51866436005
12.8679933548,6.84965753555
12.1431856155,8.22650241852
11.3041038513,9.44035625458
10.3932390213,10.4500026703
9.65890407562,11.0732631683
8.71541786194,11.4932165146
7.84873199463,11.5917406082
6.48743724823,11.6427974701
5.06743717194,11.5469331741
3.2721722126,11.1226549149
1.64394402504,10.8152666092
0.132473617792,10.3735198975
-0.778300762177,9.9516210556
-1.60686659813,9.34275436401
-2.2571554184,8.48619651794
-2.53384208679,7.49013805389
-2.66396188736,6.40097808838
-2.51749873161,4.90419912338
-2.1581184864,3.49928998947
-1.75884008408,1.71073865891
-1.0858373642,0.32113429904
-0.109275482595,-0.5625243783
0.211564823985,-1.03067910671
0.562899470329,-1.44019150734
0.923469662666,-1.56438851357
0.858134865761,-1.26018774509
0.881560206413,-1.12649142742
0.882038772106,-1.0272538662
0.863367080688,-0.919924259186
1.03100502491,-1.1780141592
1.09133398533,-1.34114027023
1.056609869,-1.4302264452
0.853892207146,-1.38909304142
0.923210978508,-1.3845192194
1.07786214352,-1.38480889797
0.919026494026,-1.38450884819
0.89316290617,-1.38314294815
0.965068697929,-1.3490254879
1.06072962284,-1.48392224312
1.11164844036,-1.55784857273
0.990712404251,-1.39498102665
0.933740079403,-1.35558617115
0.93417340517,-1.30848193169
